header1
header2
SITE:	0	8.51469239e-06	0.118007104	001
SITE:	1	8.51469239e-06	0.118007104	101
SITE:	2	8.51469239e-06	0.118007104	001
SITE:	3	8.51469239e-06	0.118007104	001
SITE:	4	8.51469239e-06	0.118007104	101
SITE:	5	8.51469239e-06	0.118007104	001
SITE:	6	8.51469239e-06	0.118007104	101
SITE:	7	8.51469239e-06	0.118007104	001
SITE:	8	8.51469239e-06	0.118007104	001
SITE:	9	8.51469239e-06	0.118007104	001
SITE:	10	8.51469239e-06	0.118007104	101
SITE:	11	8.51469239e-06	0.118007104	101
SITE:	12	8.51469239e-06	0.118007104	101
SITE:	13	8.51469239e-06	0.118007104	001
SITE:	14	8.51469239e-06	0.118007104	101
TOTAL_SAMPLES: 19
